tarih                     text 

10.01.2023  "CHP ve İYİ Parti'den AK Parti'nin anayasa randevusuna ret! Gerekçe dikkat çekti Son dakika haberi: CHP ve İYİ Parti, AK Parti’nin anayasa ziyareti randevusuna, hayır yanıtını verdi. CHP ile İYİ Parti ‘nin istişare sonucunda alınan karar AK Parti Grubuna iletildi. CHP, Hayır gerekçesi olarak, İYİ Partili Lütfü Türkkan ile CHP Mersin Mersin Milletvekili Ali Mahir Başarır'ın, dokunulmazlık dosyalarının gündeme alınmasını gösterdi. AK Parti Grup Başkanvekili Özlem Zengin de konuyla ilgili açıklama yaptı. Son dakika haberine göre CHP ve İYİ Parti, AK Parti’nin anayasa ziyareti randevusuna, hayır yanıtını verdi. CHP ile İYİ Parti ‘nin istişare sonucunda alınan karar AK Parti Grubuna iletildi. CHP, Hayır gerekçesi olarak, İYİ Partili Lütfü Türkkan ile CHP Mersin Mersin Milletvekili Ali Mahir Başarır'ın, dokunulmazlık dosyalarının gündeme alınmasını gösterdi. CHP'li Özgür Özel, İttifak ortağımız ile biz görüşme talebini reddetmek durumundayız dedi. AK PARTİ'DEN AÇIKLAMA: RANDEVU TALEBİMİZİ KABUL ETMEDİLER AK Parti Grup Başkanvekili Özlem Zengin de konuyla ilgili açıklama yaparak CHP Grup Başkan Vekili Özgür Özel aradı. Anayasa randevu talebimizi kabul etmediklerini bildirdiler dedi." 


10.01.2023   "HDP'ye kapatma davasında kritik gün! Yargıtay Cumhuriyet Başsavcısı Şahin: PKK'yı terör örgütü olarak görmediklerini kendileri de söylüyorlar  HDP'nin kapatılması istemli davada bu sabah sözlü açıklamalar yapıldı. Yargıtay Cumhuriyet Başsavcısı Bekir Şahin, süreçle ilgili açıklamalar yaparken HDP için PKK'yı terör örgütü olarak görmediklerini kendileri de açıkça ifade ediyorlar ifadelerini kullandı. Şahin, sürecin seçimden önce tamamlanıp tamamlanmamasıyla ilgili de bir değerlendirmede bulundu. HDP'ye kapatma davasıyla ilgili Yargıtay Cumhuriyet Başsavcısı Bekir Şahin'den önemli açıklamalar geldi. Şahin bu sabah Yüksek Mahkeme üyelerine sözlü açıklama yapmak üzere AYM'ye geldi. SÜREÇ SEÇİMDEN ÖNCE TAMAMLANIR MI? YÜKSEK MAHKEMENİN TAKDİRİ Bekir Şahin'in basın mensuplarına HDP'ye kapatma davasıyla ilgili açıklamalarından satır başları şöyle: Seçimden önce sürecin tamamlanıp tamamlanmaması Yüksek Mahkemenin takdiri. Yazılı metindeki taleplerimizi aynen ilettik. PKK'yı terör örgütü olarak görmediklerini kendileri de açıkça ifade ediyorlar. Bu dosyada da var zaten. Dava açıldıktan sonra da eylemlere devam ettiklerinin en büyük delili kendi söylemleri var. BUNDAN SONRA NE OLACAK? AA'ya göre; Şahin'in sözlü açıklamasının ardından belirlenecek günde HDP yetkilileri sözlü savunmasını yapacak. HDP yetkililerinin, sözlü savunma yapmasının ve partinin Hazine yardımına bloke konulmasına ilişkin savunmasını da vermesinin ardından davaya ilişkin bilgi, belgeleri toplayacak raportör, esas hakkındaki raporunu hazırlayacak. Raporun, Yüksek Mahkeme üyelerine dağıtılmasının ardından Başkan Zühtü Arslan toplantı için bir gün belirleyecek, üyeler belirlenen günde bir araya gelerek kapatma istemini esastan görüşmeye başlayacak. 15 ÜYENİN 10'UNUN OY ÇOKLUĞUYLA KARAR VERİLEBİLECEK HDP hakkındaki kapatma davasını 15 kişiden oluşan AYM heyeti karara bağlayacak. Anayasa'nın 69. maddesinde sayılan hallerden ötürü partinin kapatılmasına veya dava konusu fiillerin ağırlığına göre devlet yardımından kısmen ya da tamamen yoksun bırakılmasına, toplantıya katılan üyelerin 3'te 2 oy çokluğuyla, yani 15 üyenin 10'unun oyuyla karar verilebilecek. Siyasi parti kapatma davası sonucunda verilen karar, Yargıtay Cumhuriyet Başsavcısı ile HDP'ye tebliğ edilecek ve Resmi Gazete'de yayımlanacak. Anayasa Mahkemesinin, siyasi yasak istenen partililerin beyan ve eylemleriyle partinin kapatılmasına neden olduğunu belirlemesi halinde bu kişiler, kesin kararın Resmi Gazete'de gerekçeli olarak yayımlanmasından başlayarak 5 yıl süreyle bir başka partinin kurucusu, üyesi, yöneticisi ve deneticisi olamayacak."

10.01.2023  "Kılıçdaroğlu tarih verip Yasaklayacağız diyerek duyurdu: 5 yıllığına getireceğiz, fiyat dengesi oluşmadan... CHP Genel Başkanı Kemal Kılıçdaroğlu'ndan konut satışlarına ilişkin gündemde önemli yer tutacak bir çıkış geldi. Son dönemlerde iktidarın konut kampanyaları ses getirmeye devam ederken Kılıçdaroğlu, İnsanlarımızın ev sahibi olması hayal oldu. Kiralar da şiştikçe şişiyor diyerek yabancıya konut satışı yasağı vaadini duyurdu. Satılık ve kiralık konut fiyatları Türkiye'nin gündemindeki yerini korumaya devam ediyor. CHP lideri Kılıçdaroğlu konuyla ilgili tartışmalara yön verecek bir açıklama paylaştı. 6 ay sonrasını işaret eden Kılıçdaroğlu, iktidara gelmeleri durumunda yabancıya konut satışı yasağı getireceklerini belirtti ve yasağı kaldıracakları şartı da açıkladı. İNSANLARIMIZIN EV SAHİBİ OLMASI HAYAL OLDU  Kılıçdaroğlu, 5 yıllığına yabancıya konut satışı yasağını sosyal medya paylaşımında şu sözlerle açıkladı: Sarayın zalim düzeni yüzünden insanlarımızın ev sahibi olması hayal oldu. Kiralar da şiştikçe şişiyor. Vatandaşımıza öz vatanında zulüm var. 6 ay sonra, beş yıllığına yabancıya konut satışı yasağı getireceğiz. Fiyat dengesi oluşmadan yasak kalkmayacak. Öncelik kendi insanımızdır." 

10.01.2023  "Erdoğan’ın başında birkaç ciddi sıkıntı  Seçimin son düzlüğüne hazırlanırken Cumhurbaşkanı Tayyip Erdoğan’ın başında birkaç ciddi sıkıntı var. Saymaya en sonuncusundan başlayacağım; yani Sinan Ateş cinayetinden. Ama diğerlerine, yani seçim tarihi, adaylık, Anayasa değişikliği, Kürt seçmen gibi konulara girmeden önce bir deneyimi size aktarmak ve sizin de yapmanızı önermek istiyorum. Son günlerde AK Partili isimlerin ekranlarda seçimler üzerine konuşmalarını izlerken aklıma Jack Nicholson’un yıldızlaştığı Guguk Kuşu filminden bir sahne geliyor. Sahnede akıl hastaları televizyon izlemektedir, televizyonda bir siyasetçi konuşmaktadır, ses kapalıdır ve hastalar kahkahalarla gülmekte, tepki göstermektedir. Yeni gelen hasta sorar: neden gülüyorlar? Yanıt çarpıcıdır: çünkü konuştuklarını duymayınca yüzlerinden yalan söylendikleri belli oluyor. Ben de artık memlekette akıl sağlığını korumakta zorlananlardan olduğum için birileri çok iddialı konuşmaya başladığında bir süre ekranı sessize alıyorum. Siz de alın deneyin. Halkı inandırmak istedikleri tezlere kendilerinin inanmakta sıkıntı çektikleri izlenimine siz de tanık olacaksınız. Örnek olarak Cumhurbaşkanımızın Hukuk Danışmanı Mehmet Uçum’un Habertürk mülakatından bir bölümü dikkatlerinize getiriyorum bu bağlantıda.  Son sıkıntı: Sinan Ateş cinayeti Sadece AK Partililer mi? diye sorabilirsiniz. Hayır tabii ki değil. Bu muhalefet için de geçerli ama son zamanlarda ekranlarda boy gösterip dertlerini anlatmakta en çok sıkıntı çekenler onlar. Ama önce AK Partililerin konuşmakta en sıkıntı çektikleri, hatta hiç konuşmadıkları konuya gelelim. Ülkü Ocakları eski başkanlarından Sinan Ateş’in 30 Aralık’ta Ankara’da öldürülmesi üzerinden bugün 11 gün geçti. Aralarında kanun kaçakları, MHP yöneticileri ve polislerin de bulunduğu 13 kişi tutuklu, arananlar var. Türkiye bunu konuşuyor ama Cumhurbaşkanımız da AK Parti de susuyor. Elimizde Erdoğan’ın dördüncü gün Sinan Ateş’in eşi Ayşe Ateş’e taziyede bulunduğu, beşinci gün İçişleri Bakanı Süleyman Soylu’nun tetikçi dahil iki kişinin arandığını söylemesi, bir de bir yerel parti yetkilisinin Ateş’in babasını ziyareti var. Şimdi gazeteci Tolga Şardan’ın birlirdiğine göre Erdoğan bu konuda MİT’ten de rapor almış; istihbarat kaynakları rapor istendiğini ve verildiğini doğrulamıyor ama devlet ve siyaset içinde birilerinin gölge boksu yaptığı anlaşılıyor. Ama AK Parti’nin sessizliği devam ediyor, çünkü işin ucunun Cumhur İttifakı ortağı MHP’ye dayanacağı endişesindeler, konuştuğunuzda anlıyorsunuz. Erdoğan’ın üçüncü adaylığı AK Partililerin anlatmakta en çok sıkıntı çektikleri konular arasında seçimi neden öne almak istedikleri ve muhalefet onlardan sormadığı halde neden Erdoğan’ın yeniden aday olabileceği geliyor. Her konuda AK Parti’ye itiraz eden muhalefet liderleri, CHP lideri Kemal Kılıçdaroğlu ve İYİ Parti lideri Meral Akşener, Anayasanın buna izin vermediğini bile bile Erdoğan’ın adaylığı hakkında konuşmuyorlar. Parti yetkililerine de bu konuda konuşma yasağı var. Gerekçesi, Erdoğan’ın yirmi küsur yıllık iktidarına rağmen bunu da bir mağduriyet meselesi yapmaya kalkışmaması. Belki de bu yüzden TBMM Başkanı Mustafa Şentop’un Arada Anayasa değişti, 2014-2018 Cumhurbaşkanlığı sayılmaz anlamındaki ifadesini tekrarlıyor AK Parti sözcüleri; ama biraz hukuk bilenlerle konuştuğunuzda mevcut Anayasanın yazımında acele işe şeytan karıştığı itirafını da buluyorsunuz. Az önceki örnekte, (Anayasayı yazanlar arasındaki) Uçum’un söz ettiği istisna Anayasa’da yok örneğin. Oysa 2017 Anayasasına, 2014’te Abdullah Gül’ün yeniden aday olamaması için, mevcut cumhurbaşkanının görevi devam eder istisnasının eklenmesi gibi bir ifade yazılsaydı, şimdi bu tartışma yaşanmazdı. Altılı Masa oyun planını bozdu Altılı Masanın 5 Ocak toplantısında kendi oyun planını açıklarken iktidarın seçimi Meclis kararıyla 18 Haziran’dan erkene alma planına oy vermeyeceğini söylemesi, Erdoğan’ın oyun planını bozdu. Yani Erdoğan’ın seçimi erkene almak için tek yolu kaldı, o da Meclis’i feshetmek. Gerçi Meclis’i feshederse de adaylık sorunu var ama muhalefet bunu da dert edeceğe benzemiyor. Çünkü Erdoğan’ın daha önce son derece kendinden emin konuştuğu 18 Haziran tarihini erkene almak istemesi, aslında seçimi ilk turda kazanamayacağı endişesinin itirafı gibi. Sıkıntı şu: Haziran ortasında okullar kapanacak, tatil başlayacak, AK Parti ileri gelenlerinin de katılacağı Hac seyahatine çıkılacak (Diyanet İşleri Covit-19 öncesi duruma dönüldüğünü ve 83 bin hacı adayının Suudi Arabistan’a gideceğini duyurdu) ardından Kurban Bayramı var ki turizm lobisinin talebiyle 10 gün tatil yapılmazsa işler rast gitmez. Dolayısıyla Erdoğan seçimi muhtemelen 7, 14, 21 Mayıs tarihlerinden birinde yapmayı kendisi için -evet tek başına- uygun görecek. Anayasa değişikliği ve Kürt seçmen Bu telaş içinde bir de Kılıçdaroğlu’nun -laik ve cumhuriyetçi CHP tabanını rahatsız eden- Başörtüsü Yasası çıkışı pasını Erdoğan’ın gole çevirmek istemesi üzerine bir de Anayasa değişikliği sıkıntısı çıktı. Hafta sonunda Pervin Buldan HDP’nin kendi cumhurbaşkanı adayını çıkarabileceğini açıkladı. Haftanın ilk günüyse HDP, AK Parti’nin Anayasa teklifi için ikinci tur görüşme talebini reddetti. AK Parti Grup Başkan vekili Özlem Zengin’in bu tepkiyi konuyu siyasallaştırma olarak kınaması da bir başka sıkıntı göstergesiydi. Zengin ve AK Parti’yi bir sıkıntı da CHP ve İYİ Parti Anayasa değişikliği teklifine oy vermek için Anayasanın laiklik ilkesini zedelemeyecek bir ifadede uzlaşırlarsa bekliyor. Bir yandan iktidar ortağı MHP lideri Devlet Bahçeli sürekli olarak HDP’nin kapatılmasını isteyecek, diğer yandan her işinize geldiğinde HDP’nin kapısının açık bulacağınızı var sayacaksınız… Bu ciddi bir sıkıntı elbette. Diyarbakır merkezli kamuoyu araştırma şirketi Rawest’in yöneticisi Roj Girasun, AK Parti’nin Diyarbakır, Van, Şanlıurfa ve Mardin’deki oy kaybının yüzde 30’u bulduğunu tahmin ediyor. Ekranın sesini kısıp bir bakın Bu manzaraya bir de kimseyi memnun etmeyen asgari ücret, memur ve emekli maaş artışlarını Mart ayında -seçime yönelik- yenileme vaadi, ekonomide vaat edilen patlamanın gerçekleşmemesini gibi sıkıntı kalemlerini de ekleyin. Sonra iktidar sözcülerinin beyanlarını bir dakikalığına olsun ekranlarınızın sesini kapatarak izleyin. Ne demek istediğimi anlayacaksınız."

09.01.2022  "Kâbus gibi: seçimi kaybeden dikta heveslisi darbeye çağırıyor Dünyada örnekleri görülen yeni bir aşırı sağ taktiği, dikta heveslilerinin seçimi kaybedince orduyu darbeye çağırmak dahil iktidarı ellerinden bırakmamak için her kirli taktiğe başvurabileceklerini gösteriyor. Bundan tam iki sene önce, seçimi kaybeden ABD Başkanı Donald Trump’ın görevi Joe Biden’a devretmesine günler kala 6 Ocak 2021’da Kongre binası, Trump yanlısı aşırı sağcı milislerce basılmış, Trump’ın seçim sonucuna boyun eğmeyeceğini bildiren konuşması ayaklanmayı tırmandırmıştı. Seçimle gelen, seçimle gitmek istemiyor, dahası halkı ve orduyu yanına çağırıyordu. Ordu birliklerinin yeni hükümete işe başlamadan darbe çağrılarına katılmaması üzerine asker Beyaz Saray’a değil, Kongre’ye girmiş, Biden görevine eşi, görülmemiş askeri koruma altında başlayabilmişti. ABD ardından Brezilya İki sene sonra benzeri bir faşizan yaklaşıma Brezilya’da tanık oluyoruz. Brezilya’da başkanlık seçimi 30 Ekim 2022’deki ikinci tura kalmış ve İşçi Partisi adayı Lula da Silva seçimi kazanmıştı. Seçimi kaybeden sağ-popülist Sosyal Liberal Partili Cumhurbaşkanı Jair Bolsanaro, 1 Ocak’ta görevi devretmesi gerekirken yakında döneceğini söyleyerek ABD’ye kaçmıştı. Trump gibi o da görevi devretmeyi reddetmişti. Seçim sloganı Tanrı, vatan, aile olan Bolsanaro taraftarları 8 Ocak 2023’te Parlamento, Başkanlık ve Anayasa Mahkemesi dahil devlet binalarına baskın düzenledi, orduyu göreve çağırdı. Türkiye de pek çok ülke gibi Dışişleri Bakanlığı kanalıyla baskını kınadı, seçim sonuçlarına saygı istedi. Daha önce 2003-2010 yıllarında Devlet Başkanlığı yapmış olan Silva, görevden ayrıldıktan sonra 1,2 milyon lira değerinde bir apartman dairesini rüşvet olarak aldığı suçlamasıyla (Türkiye standartlarına göre hayli mütevazı bir iddia) 2 yıl hapse mahkûm edilmiş ve yatmıştı. Bolsanaro’nun yolsuzluk ve rüşvetten yargılanacağı vaadiyle seçimi kazanmıştı. O arada Bolsanaro’nun kaçmadan önce imzaladığı son kararnamelerden birinin de 5 üst düzey devlet görevlisinin ABD’ye gidiş izni olduğu ortaya çıktı; belli ki kendisine eşlik edecek ekibinin kılıfını hazırlamıştı. Seçimi kaybeden orduya başvuruyor Brezilya’daki ayaklanma ordu ve polisin tahrip edilen binaları boşaltmasıyla şimdilik yatışmış görünüyor. Ama Lula’nın ülkeyi komünizme teslim edeceğini iddia eden Bolsanaro’nun ABD’den cumhuriyet ve vatan için halkı kışkırtma çağrıları devam ediyor. Lula, Bolsanaroyu bu faşizan kalkışmanın arkasında olmakla suçluyor. Bu arada bir ayrıntıyı gözden kaçırmamak gerekiyor. ABD Başkanı Biden gibi Lula da görevine ordunun tutumunu seçimi kazanandan yana koymasının gölgesi altında başlıyor. ABD’nin Biden dönemi politikalarında, önceki ABD başkanlarından Dwight Eisenhower’in görevi devrederken John Kennedy’ye sakınmasını tavsiye ettiği askerî-endüstriyel kompleks etkisine bakılınca bu daha açık görülebilir. Bu arada, seçimi kaybedince orduyu darbeye çağırmak dahil yer türlü demokrasi dışı yola başvurmaktan çekinmeyen dikta heveslilerinin seçimi kazanana kadar devletin siyaset üzerindeki etkisinden şikayetle halka devletten özgürleşme vaat ettiğini da görmek gerekiyor. Faşizan oportünizm sınır tanımıyor. Şimdi milyonluk bir soruya daha geliyoruz: ABD ve Brezilya örnekleri başka ülkelere de örnek olur mu? Türkiye’nin kritik 2023 seçimi Dünyada belki Batı Avrupa hariç- her seçimi artık gölgesine alan bir sorudur bu. Brezilya gibi geçmişinde darbelerden çekmiş Türkiye ve Yunanistan’daki 2023 seçimleri bunun dışında sayılmamalı. Her iki ülkede de iktidarın şu anda en çok tutunduğu dalın, örneğin ekonomik başarıları değil, askerî alandaki etkinliği olduğu söylenebilir. Dahası var. Cumhurbaşkanı Tayyip Erdoğan liderliğinde 20 küsur yıldır tek başına iktidarda olan AK Parti çevrelerinin 2019 yerel seçimlerine dek el altından yaydığı iki mesaj vardı: AK Parti’nin rakibi yok, yenilmez, Erdoğan kaybedeceği seçime girmez. AK Partililerin özellikle yabancı yatırımcılar ve diplomatik çevrelere verdiği bu mesaj, özellikle medyada etkin liberal çevrelerden başlayarak muhalif seçmende Kaybetse de vermez türü bir yılgınlığa yol açıyordu. Kaybetse de vermez propagandası 2019 İstanbul Büyükşehir Belediyesi seçimini CHP’li Ekrem İmamoğlu’nun almasıyla bu propaganda söylemi eyleme dönüştü. Erdoğan ve müttefiki MHP lideri Devlet Bahçeli’nin talebiyle Yüksek Seçim Kurumu (YSK) seçimi yenileme kararı aldığında Erdoğan kaybedeceği seçime girmez söylemi bir daha canlandırıldı. Ama olmadı CHP lideri Kemal Kılıçdaroğlu ve İYİ Parti lideri Meral Akşener’in kurduğu muhalefet cephesi ve halkın tepkisi İmamoğlu’nun açık arayla seçimi yeniden kazanıp Erdoğan’ı alt etmesi sonucunu doğurdu. ABD’de Trump ve Brezilya’da Bolsanaro’dan önce, Türkiye’de Erdoğan da muhalefetin şikayetçi olduğu, kendi getirdiği seçim sisteminde hiçbir şey olmasa da bir şey olduğu iddiasıyla seçim sonucunu kabul etmek istememişti. Erdoğan kaybetmiş, gerçekten vermemeye çalışmış ama seçmenin gücü baskın gelmişti. Bunun zoraki bir kabulleniş olduğu, şimdi İstanbul’a İmamoğlu’na verilen haksız ve tartışmalı yargı kararlarıyla el koyma çabalarından anlaşılıyor. Seçimle gelen, seçimle gitmeli Seçimle gelenin, seçimle gitmesi çoğulcu demokrasinin en temel kuralı.
Sadece seçimle gelmek yetmez, gidişin de seçimle olması lazım. Yoksa seçimle gitmiş ama seçimle gitmemek için rejimi değiştirmiş Almanya’da Hitler Nazizmi, İtalya’da Mussolini Faşizmi gibi örnekler var dünya siyasi tarihinde. Herkesin ABD’de ve Brezilya’da yaşananın Türkiye’de de yaşanmayacağından emin olması gerekiyor. Erdoğan defalarca seçimle gelenin seçimle gitmesi gerektiğini söyledi. Bu kuralın 2023 seçimlerinde de aynen geçerliliğini koruyacağından herkesin emin olması gerekiyor. 15 Temmuz 2016 darbe girişimi ardından 2018 ve 2019 seçimlerinde verilen sınavın 2023 seçimlerinde de verilmesi gerekiyor. Burada sadece siyaset kurumuna değil, yargı kurumuna, parlamentoya, diğer devlet kurumlarına ve öncelikle seçmene sorumluluk düşüyor. Erdoğan’ın adaylığı tartışması Erdoğan’ın üçüncü kez aday olamayacağı, özellikle de kendisine avantaj sağlamak için 18 Haziran’dan erkene aldırmak için Meclis’i feshederse aday olamayacağı yolunda Anayasa merkezli bir tartışma devam ediyor. Anayasa’ya göre mümkün olmadığını düşündükleri halde Kılıçdaroğlu ve Akşener bu konuya girmiyor, bunu da Erdoğan’ın seçimle gitmesini sağlamaya bağlıyorlar. Bu, Anayasal olmasa da demokratça bir tutumdur. Erdoğan’ın bu tartışmalara rağmen aday olma isteği ve seçim kurallarını, şimdi de tarihini değiştirerek iktidarda kalma kararlılığı sergilemesi, daha önceki kazansa da bırakmaz söylentilerini körüklüyor. Seçimle iş başına gelen bir iktidar da Türkiye de bu ağır suçlamaya muhatap olmamalı. Cumhuriyetin 100’üncü yılında yapılacak bu seçimde Türkiye’nin önündeki bir sınav da bu olacak."

09.01.2023  "Dünyada bir ilk olacak! Erdoğan Müjdeler sürecek diyerek duyurdu: Anadolu'yu bu yıl hizmete alıyoruz Son dakika haberi: Cumhurbaşkanı Erdoğan, savunma sanayiiyle ilgili mesajlar verirken Fırtına obüslerinin sayısının 140'a çıkarılacağını duyurdu. Erdoğan ayrıca Fabrikayla ilgili hiçbir iddiaları tutmayanlar yarım ağızla da olsa bir özür dileme erdemi göstermediler ifadeleriyle tepkisini dile getirirken özür dileme çağrısında bulundu. Öte yandan Erdoğan, Anadolu adlı SİHA gemisinin bu yıl hizmete alınacağını açıkladı.  Son dakika haberi: Cumhurbaşkanı Recep Tayyip Erdoğan, Milli Savunma Bakanlığı Arifiye Yerleşkesi BMC İşletmesi'nde Yeni Nesil Fırtına Obüsleri Teslimat Töreni'nde konuştu. Konuşmasında Altay tanklarının 2025'te seri üretimine başlanacağını duyuran Cumhurbaşkanı Erdoğan, Dünyanın ilk SİHA gemisi olacak Anadolu'yu bu yıl hizmete alıyoruz. 2023'ü savunma alanında vereceğimiz yeni müjdelerle sürdüreceğiz açıklamasını yaptı. SAYIYI 140'A ÇIKARACAĞIZ Törendeki konuşmasında Cumhurbaşkanı Erdoğan, ihracat alanında gurur verici bir tabloya şahit olunduğuna dikkat çekti. 20 yıl önce 248 milyon dolar olan savunma ihracatının, 2022 yılında 4 milyar 400 milyon dolarla rekor kırdığını ifade eden Erdoğan şöyle konuştu: Bundan 5-6 yıl öncesine kadar dünyanın ilk 100 savunma şirketi listesinde 2 firmamız varken, bugün aynı listede 7 tane firma ile temsil ediliyoruz. İHA, SİHA VE taarruzi insansız hava araçlarının üretiminde ise dünyanın ilk 3,4 ülkesi arasında yer alıyoruz. Karabağ zaferinden Libya’ya, terörle mücadeleden nokta operasyonlarına kadar geniş bir alanda Türk SİHA’ları elde ettikleri başarılarla savaş yöntemlerini de dünyada değiştiriyor. Bugün silahlı ve taarruzi insansız hava araçlarımız, fırtına obüslerimizle birlikte özellikle sınırlarımız dışından ülkemizi hedef alan terör örgütlerinin kabusu haline gelmişlerdir. Suriye harekatlarımız sırasında bu iki kabiliyetimizin ne kadar önemli ve kritik rol üstlendiğini bizzat müşahede ettik. Yeni nesil fırtına obüslerimizin de envantere girmesiyle, yani sağında solundaki bu dev eserlerimizle inşallah bu gücümüzü perçinliyor, daha da sağlamlaştırıyoruz. MÜJDELERLE DOLU BİR SENE OLACAK Son 20 yılda elde ettiğimiz tüm bu başarıları Türkiye Yüzyılı vizyonumuzun bir girizgahı olarak görüyoruz diyen Cumhurbaşkanı Erdoğan, sözlerini şöyle sürdürdü: Cumhuriyetimizin 100. yılı olan 2023’ü diğer alanlarla birlikte, savunma sanayisinde de bir dönüm noktası haline getirmekte kararlıyız. Bu alanda 2023 yılı inşallah 7’den 70’e herkesi gururlandıracak, çok mühim gelişmelerin yaşandığı, müjdelerle dolu bir sene olacak. BU YIL HİZMETE ALIYORUZ Cumhurbaşkanı Recep Tayyip Erdoğan, sözlerini şöyle noktaladı: Milli Muharip Uçağımızı hangardan çıkartıp, tüm dünyaya göstereceğiz. Jet motorlu ve hafif taarruz uçağımız Hürjet ilk uçuşunu yapacak. Muharip insansız savaş uçağımız Bayraktar Kızılelma’nın uçuş manevra testleri ve mühimmat entegrasyonları gerçekleştirecek. Dünyanın ilk SİHA gemisi olacak Anadolu’yu da bu yıl hizmete alıyoruz. Anadolu gemisine konuşlandıracağımız Bayraktar TB3 SİHA, ilk uçuşunu icra edecek. Özgün helikopterimiz Gökbey’i Jandarma Genel Komutanlığımız kullanmaya başlayacak. Ağırlığı 11 tonu bulan ATAK-2 helikopterimiz ilk uçuşunu gerçekleştirecek. Yer gözlem uydusu ile gemilerin konum ve rota bilgilerini toplayacak Kılıçsat Küp uydusunu uzaya fırlatacağız. Denizde ikmal muharebe destek gemisi Derya, İ sınıfı firkateynlerimizin ilki olan İstanbul ve yeni tip denizaltılarımızın ilki Piri Reis’de inşallah bu sene envantere girecek. Aynı şekilde hava savunma ve füze sistemlerimizde artık belli bir aşamaya geldiğimizi göreceğimiz bir yıl bizi bekliyor. Uzun menzilli hava savunma ve füze sistemimiz SİPER hizmete giriyor. Bozdoğan Görüş İçi ve Gökdoğan Görüş Ötesi füzelerimizin ilk teslimatlarını yapacağız. Gökdeniz Yakın Hava Savunma Sistemini gemilerimize entegre etmeye başlayacağız. Atmaca füzeleri için geliştirilen Turbojet motoru kullanıcılarına teslim edilecektir. Seyir füzesine dönüştürülmüş haliyle Şimşek Hedef Uçağını kullanıma alacağız. Erken İhbar Radar Sistemi Eralp’in teslimatını yapacağız. Aesa Burun Radarını, Akıncı TİHA ve F-16’lara entegre edeceğiz. Zırhlı Amfibi Hücum Aracı ZAHA ve Yerli Motorlu VURAN zırhlı araçlarının teslimatına başlayacağız. 2023'Ü MÜJDELERLE SÜRDÜRECEĞİZ Bunlarla beraber birçok projenin başlama, tamamlanma ve teslimat işlemlerinin gerçekleştirileceğine değinen Erdoğan şöyle devam etti: Yeni nesil fırtına obüsü teslimat töreni ile başladığımız 2023 senesini, milletimize savunma alanında vereceğimiz yeni müjdelerle sürdüreceğiz. Rabbim yolumuzu, bahtımızı açık etsin ve yeni nesil fırtınalarla inşallah atışlarınız yüzde 100 isabet kaydetsin. Düşmanlara korku, dostlara da güven versin diyorum." 

08.01.2023   " İYİ Parti liderinden dikkat çeken 'seçim' mesajı: Elbette Akşener olacak!  İYİ Parti Genel Başkanı Meral Akşener, İBB Başkanı Ekrem İmamoğlu'na verilen hapis cezasına değinirken Sayın Erdoğan giderken de yanındaydım. Ama ilginç olan şudur; o günün haksızlığa uğrayanları bugünün zorbaları oldular ifadeleriyle tepkisini dile getirdi. Akşener ayrıca seçimlerle ilgili mesaj vererek Elbette başbakan Meral Akşener olacak. İYİ Parti birinci parti olacak dedi. İYİ Parti Genel Başkanı Meral Akşener, partisinin Haliç Kongre Merkezi’nde düzenlenen İstanbul 3. Olağan İl Kongresi’nde açıklamalarda bulundu. Konuşmasında başkanlık sistemini eleştiren Akşener şu ifadeleri kullandı: 2017’de birilerinin keyfi istedi, tek adam rejimini ortaya koymak için; demokrasiden bıktılar, milletin karşısında hazır ola geçmekten bıktılar. Kısaca hukukun üstünlüğünden bıktılar. Keyifleri öyle istedi, tek adam rejimini, bir ucube sistemi getirmek üzere 2017’de bir referandum yaptılar. O zaman tek tek bir araya gelerek yollara düştük. Bugün yolda gelirken biraz düşündüm. Kütahya’da benimle olanlar hatırlayacaktır. Mekan bulamadık, salon bulamadık. Çanakkale’de gittik, parasını ödediğimiz salondan çıkarılmaya çalışıldık, o da olmadı elektriği kestiler. Biz yine anlattık. Milletvekilliğinin nasıl ortadan kalkacağını, liyakatin, objektifliğin, hesap verilebilirliğin ortadan kalkacağını; tek adam sisteminde yandaş kollamanın, hırsızlığın, uğursuzluğun harekete geçeceğini anlattık. Sonra her gittiğimiz yerde saldırıya uğradık. O GÜN HAKSIZLIĞA UĞRAYANLAR BUGÜN ZORBA OLDU
